ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
13814940,JJ229037,04/23/2025 03:30:00 PM,002XX S MICHIGAN AVE,0890,THEFT,FROM BUILDING,OTHER (SPECIFY),False,False,113,1.0,34.0,32.0,06,1177326.0,1899381.0,2025,11/02/2025 03:41:09 PM,41.879235852,-87.624347038,"(41.879235852, -87.624347038)"
10494002,HZ234544,04/21/2016 04:20:00 AM,013XX N KILDARE AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,True,2534,25.0,37.0,23.0,08A,1147470.0,1908417.0,2016,09/07/2021 03:41:02 PM,41.904656098,-87.73374183,"(41.904656098, -87.73374183)"
9754576,HX404490,08/22/2014 03:30:00 PM,0000X E OAK ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,1833,18.0,42.0,8.0,06,1176561.0,1907222.0,2014,02/10/2018 03:50:01 PM,41.900769272,-87.626918932,"(41.900769272, -87.626918932)"
1606185,G221233,06/18/2001 07:20:00 PM,023XX N LARAMIE AV,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,True,False,2515,25.0,,,14,1141299.0,1914913.0,2001,08/17/2015 03:03:40 PM,41.922597963,-87.75624942,"(41.922597963, -87.75624942)"
5174782,HM765773,12/10/2006 07:00:00 AM,008XX E 64TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,True,312,3.0,20.0,42.0,14,1182854.0,1862754.0,2006,02/28/2018 03:56:25 PM,41.778601769,-87.605189348,"(41.778601769, -87.605189348)"
5247406,HM653639,10/11/2006 09:40:00 AM,047XX S WHIPPLE ST,1513,PROSTITUTION,SOLICIT FOR BUSINESS,STREET,True,False,911,9.0,14.0,58.0,16,1156834.0,1873153.0,2006,02/28/2018 03:56:25 PM,41.807703073,-87.700299995,"(41.807703073, -87.700299995)"
12117938,JD311449,07/27/2020 10:21:00 AM,099XX S HALSTED ST,1320,CRIMINAL DAMAGE,TO VEHICLE,GAS STATION,False,True,2232,22.0,34.0,73.0,14,1172734.0,1839039.0,2020,08/03/2020 03:41:51 PM,41.713753878,-87.642987258,"(41.713753878, -87.642987258)"
8616784,HV290340,05/17/2012 10:00:00 AM,044XX S UNION AVE,0545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",False,False,925,9.0,11.0,61.0,08A,1172376.0,1875288.0,2012,02/04/2016 06:33:39 AM,41.813233446,-87.643233311,"(41.813233446, -87.643233311)"
12263745,JE106129,01/07/2021 12:00:00 AM,032XX W WARREN BLVD,0560,ASSAULT,SIMPLE,APARTMENT,False,False,1123,11.0,28.0,27.0,08A,1154757.0,1900163.0,2021,01/16/2021 03:39:23 PM,41.881863449,-87.707195677,"(41.881863449, -87.707195677)"
13890646,JJ321759,07/05/2025 09:52:00 AM,038XX W OGDEN AVE,2027,NARCOTICS,POSSESS - CRACK,STREET,True,False,1014,10.0,24.0,29.0,18,1151301.0,1889489.0,2025,07/13/2025 03:42:40 PM,41.852641261,-87.720166088,"(41.852641261, -87.720166088)"
11749546,JC338952,07/07/2019 06:30:00 PM,029XX W HARRISON ST,0560,ASSAULT,SIMPLE,CHA PARKING LOT/GROUNDS,False,False,1135,11.0,27.0,27.0,08A,1156930.0,1897228.0,2019,07/19/2019 03:40:03 PM,41.873765737,-87.699296047,"(41.873765737, -87.699296047)"
4254780,HL573974,08/26/2005 11:00:00 PM,014XX N AVERS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,True,2535,25.0,30.0,23.0,08B,1150450.0,1909212.0,2005,02/28/2018 03:56:25 PM,41.906779976,-87.722774558,"(41.906779976, -87.722774558)"
8421012,HT654401,12/31/2011 11:30:00 AM,008XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,1833,18.0,42.0,8.0,06,1177338.0,1906181.0,2011,02/10/2018 03:50:01 PM,41.897895128,-87.624096605,"(41.897895128, -87.624096605)"
9866906,HX517094,11/23/2014 02:24:00 AM,026XX W 15TH ST,0820,THEFT,$500 AND UNDER,RESIDENCE,False,True,1023,10.0,28.0,29.0,06,1159157.0,1892630.0,2014,02/10/2018 03:50:01 PM,41.861102936,-87.691245828,"(41.861102936, -87.691245828)"
6110391,HP205777,02/27/2008 12:00:00 PM,020XX S WABASH AVE,0810,THEFT,OVER $500,STREET,False,False,134,1.0,3.0,33.0,06,1177072.0,1890554.0,2008,02/10/2018 03:50:01 PM,41.855019769,-87.6255469,"(41.855019769, -87.6255469)"
9006005,HW153407,02/12/2013 07:15:00 AM,016XX W 17TH ST,0460,BATTERY,SIMPLE,CONSTRUCTION SITE,False,False,1234,12.0,25.0,31.0,08B,1165868.0,1891803.0,2013,02/10/2018 03:50:01 PM,41.858693207,-87.66663475,"(41.858693207, -87.66663475)"
4515391,HL805753,12/23/2005 01:00:00 PM,044XX W ARMITAGE AVE,0560,ASSAULT,SIMPLE,COMMERCIAL / BUSINESS OFFICE,False,False,2522,25.0,31.0,20.0,08A,1146651.0,1912925.0,2005,02/28/2018 03:56:25 PM,41.917042179,-87.736635084,"(41.917042179, -87.736635084)"
7325624,HS128828,06/01/2009 10:00:00 AM,107XX S PERRY AVE,0842,THEFT,AGG: FINANCIAL ID THEFT,RESIDENCE,False,False,513,5.0,34.0,49.0,06,1177504.0,1833734.0,2009,02/28/2018 03:56:25 PM,41.699089942,-87.625677467,"(41.699089942, -87.625677467)"
9101477,HW244368,04/23/2013 12:00:00 PM,016XX W CERMAK RD,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,1234,12.0,25.0,31.0,05,1165767.0,1889476.0,2013,02/10/2018 03:50:01 PM,41.852309857,-87.667071763,"(41.852309857, -87.667071763)"
13850084,JJ272494,05/27/2025 01:29:00 AM,034XX N CLAREMONT AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE - GARAGE,False,False,1921,19.0,32.0,5.0,05,1160096.0,1922797.0,2025,11/02/2025 03:41:09 PM,41.943864286,-87.686964582,"(41.943864286, -87.686964582)"
10666132,HZ416932,08/20/2016 07:30:00 PM,033XX W 25TH ST,0560,ASSAULT,SIMPLE,SIDEWALK,True,True,1024,10.0,22.0,30.0,08A,1154304.0,1887189.0,2016,02/10/2018 03:50:01 PM,41.846270419,-87.709205438,"(41.846270419, -87.709205438)"
3520029,HK598406,09/02/2004 05:52:58 PM,009XX W EASTWOOD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,2312,19.0,46.0,3.0,08B,1169036.0,1931074.0,2004,02/28/2018 03:56:25 PM,41.966386987,-87.653864203,"(41.966386987, -87.653864203)"
2560387,HJ146029,01/24/2003 09:00:00 PM,032XX W EVERGREEN AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,1422,14.0,26.0,23.0,06,1154431.0,1908795.0,2003,02/28/2018 03:56:25 PM,41.905557003,-87.708161796,"(41.905557003, -87.708161796)"
11188794,JA564461,12/27/2017 12:30:00 PM,004XX S STATE ST,0810,THEFT,OVER $500,SIDEWALK,False,False,113,1.0,2.0,32.0,06,1176436.0,1898416.0,2017,05/04/2018 03:51:04 PM,41.876607964,-87.627644063,"(41.876607964, -87.627644063)"
13698951,JH551189,12/21/2024 03:46:00 PM,0000X E OAK ST,0460,BATTERY,SIMPLE,SMALL RETAIL STORE,True,False,1833,18.0,42.0,8.0,08B,1176668.0,1907225.0,2024,11/02/2025 03:41:09 PM,41.900775086,-87.626525828,"(41.900775086, -87.626525828)"
13791981,JJ201174,03/28/2025 01:30:00 PM,007XX W GRAND AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,BAR OR TAVERN,False,True,1214,12.0,27.0,24.0,26,1171264.0,1903691.0,2025,05/17/2025 03:40:52 PM,41.891198035,-87.646478819,"(41.891198035, -87.646478819)"
4253413,HL492844,07/18/2005 07:45:15 PM,008XX N DRAKE AVE,2027,NARCOTICS,POSS: CRACK,SIDEWALK,True,False,1121,11.0,27.0,23.0,18,1152565.0,1905286.0,2005,02/28/2018 03:56:25 PM,41.895965084,-87.715109176,"(41.895965084, -87.715109176)"
10177291,HY365339,08/01/2015 10:03:00 PM,012XX S WABASH AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,True,False,131,1.0,2.0,33.0,06,1176963.0,1894850.0,2015,02/10/2018 03:50:01 PM,41.866810739,-87.625817031,"(41.866810739, -87.625817031)"
12198633,JD405333,10/19/2020 06:30:00 PM,035XX S HALSTED ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,915,9.0,11.0,60.0,07,1171544.0,1881570.0,2020,12/17/2020 03:40:05 PM,41.830490151,-87.646100807,"(41.830490151, -87.646100807)"
3554137,HK639277,09/21/2004 07:51:22 PM,089XX S UNIVERSITY AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,True,False,413,4.0,8.0,47.0,07,1185439.0,1845995.0,2004,02/28/2018 03:56:25 PM,41.732552978,-87.59623908,"(41.732552978, -87.59623908)"
11582518,JC125648,01/22/2019 03:14:00 PM,024XX E 79TH ST,0460,BATTERY,SIMPLE,RESTAURANT,False,False,422,4.0,7.0,46.0,08B,1193792.0,1853060.0,2019,02/06/2019 04:03:01 PM,41.751739567,-87.565407903,"(41.751739567, -87.565407903)"
1344073,G044818,01/21/2001 07:00:00 PM,028XX S CALUMET AV,0820,THEFT,$500 AND UNDER,STREET,False,False,2112,2.0,,,06,1178911.0,1886079.0,2001,08/17/2015 03:03:40 PM,41.842698274,-87.618933678,"(41.842698274, -87.618933678)"
12174657,JD377496,09/24/2020 09:35:00 AM,020XX W ARTHUR AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,2412,24.0,50.0,2.0,08B,1161581.0,1943154.0,2020,10/01/2020 03:43:39 PM,41.999693927,-87.680936618,"(41.999693927, -87.680936618)"
6625841,HP692506,11/20/2008 07:40:00 AM,049XX W DIVISION ST,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,OTHER,True,False,2533,25.0,37.0,25.0,04B,1143313.0,1907537.0,2008,02/28/2018 03:56:25 PM,41.902319997,-87.749033883,"(41.902319997, -87.749033883)"
10696807,HZ452101,09/27/2016 02:00:00 PM,018XX N CLARK ST,0810,THEFT,OVER $500,STREET,False,False,1814,18.0,43.0,7.0,06,1174427.0,1912756.0,2016,02/10/2018 03:50:01 PM,41.916002784,-87.634591587,"(41.916002784, -87.634591587)"
13135518,JG335105,07/10/2023 10:55:00 AM,060XX S ELIZABETH ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,713,7.0,16.0,67.0,05,1169023.0,1864756.0,2023,08/19/2023 03:40:26 PM,41.784405684,-87.655836719,"(41.784405684, -87.655836719)"
6200244,HP288441,04/19/2008 08:59:12 AM,077XX S CREGIER AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,414,4.0,8.0,43.0,14,1189544.0,1854091.0,2008,02/28/2018 03:56:25 PM,41.754671712,-87.580941543,"(41.754671712, -87.580941543)"
11294536,JB236320,04/20/2018 05:00:00 PM,033XX N SEELEY AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,1921,19.0,32.0,5.0,06,1162097.0,1922168.0,2018,05/04/2018 03:51:04 PM,41.942096634,-87.679627465,"(41.942096634, -87.679627465)"
2937932,HJ622504,09/11/2003 10:30:00 AM,115XX S MICHIGAN AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,532,5.0,9.0,53.0,06,1178900.0,1828396.0,2003,02/28/2018 03:56:25 PM,41.684410115,-87.620727679,"(41.684410115, -87.620727679)"
1959371,HH149779,01/25/2002 10:00:00 PM,057XX S MERRIMAC AV,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,811,8.0,,,08A,1135698.0,1865893.0,2002,09/23/2025 03:41:47 PM,41.788181405,-87.777994528,"(41.788181405, -87.777994528)"
11455119,JB446964,09/22/2018 10:15:00 PM,091XX S COTTAGE GROVE AVE,0560,ASSAULT,SIMPLE,RESIDENCE,False,True,633,6.0,8.0,44.0,08A,1183165.0,1844381.0,2018,09/29/2018 03:59:11 PM,41.728177114,-87.604619718,"(41.728177114, -87.604619718)"
9575338,HX225643,04/15/2014 12:00:00 PM,016XX W DIVERSEY PKWY,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),False,False,1931,19.0,32.0,7.0,14,1164718.0,1918648.0,2014,02/04/2016 06:33:39 AM,41.932382311,-87.67009426,"(41.932382311, -87.67009426)"
12854250,JF428541,10/10/2022 01:20:00 AM,022XX N SPRINGFIELD AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,2525,25.0,35.0,22.0,04A,1150012.0,1914633.0,2022,01/03/2023 03:40:27 PM,41.921664254,-87.724242102,"(41.921664254, -87.724242102)"
11156370,JA521226,11/22/2017 12:00:00 AM,054XX W POTOMAC AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,True,2532,25.0,37.0,25.0,07,1139620.0,1908119.0,2017,02/10/2018 03:50:01 PM,41.903985296,-87.762584809,"(41.903985296, -87.762584809)"
2052458,HH268873,03/27/2002 04:25:00 PM,052XX W LAKE ST,0460,BATTERY,SIMPLE,STREET,False,True,1523,15.0,,,08B,1141557.0,1902021.0,2002,02/28/2018 03:56:25 PM,41.887216076,-87.755620452,"(41.887216076, -87.755620452)"
6947160,HR353092,06/01/2009 08:45:00 PM,043XX W WILCOX ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,True,1115,11.0,28.0,26.0,08B,1147514.0,1898984.0,2009,02/28/2018 03:56:25 PM,41.878770067,-87.733822305,"(41.878770067, -87.733822305)"
3375924,HK426988,06/11/2004 05:00:00 PM,007XX N OAKLEY BLVD,0820,THEFT,$500 AND UNDER,STREET,False,False,1313,12.0,1.0,24.0,06,1160933.0,1905081.0,2004,02/28/2018 03:56:25 PM,41.895232974,-87.684380908,"(41.895232974, -87.684380908)"
7000668,HR384577,06/19/2009 11:00:00 PM,082XX S INGLESIDE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,631,6.0,8.0,44.0,08B,1183997.0,1850624.0,2009,09/07/2021 03:41:02 PM,41.745289225,-87.601377474,"(41.745289225, -87.601377474)"
6178728,HP266881,04/07/2008 03:54:00 PM,004XX E 35TH ST,2022,NARCOTICS,POSS: COCAINE,VEHICLE NON-COMMERCIAL,True,False,2122,2.0,4.0,35.0,18,1179647.0,1881882.0,2008,02/28/2018 03:56:25 PM,41.831164576,-87.616361345,"(41.831164576, -87.616361345)"
8027516,HT257195,04/19/2011 05:44:00 PM,037XX N HARLEM AVE,0810,THEFT,OVER $500,COMMERCIAL / BUSINESS OFFICE,False,False,1632,16.0,36.0,17.0,06,1127403.0,1924093.0,2011,02/10/2018 03:50:01 PM,41.948034278,-87.8071017,"(41.948034278, -87.8071017)"
4625598,HM222632,03/09/2006 04:25:00 PM,028XX S HILLOCK AVE,0320,ROBBERY,STRONGARM - NO WEAPON,ALLEY,False,False,923,9.0,11.0,60.0,03,1167783.0,1886341.0,2006,02/10/2018 03:50:01 PM,41.843663969,-87.659762737,"(41.843663969, -87.659762737)"
4044716,HL326229,04/29/2005 10:39:41 PM,001XX E 111TH ST,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,True,False,531,5.0,9.0,49.0,18,1179351.0,1831399.0,2005,02/28/2018 03:56:25 PM,41.69264053,-87.61898555,"(41.69264053, -87.61898555)"
3249987,HK273707,03/31/2004 12:21:00 PM,020XX W 21ST PL,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,False,False,1223,12.0,25.0,31.0,04B,1163194.0,1889739.0,2004,02/28/2018 03:56:25 PM,41.853085949,-87.676508022,"(41.853085949, -87.676508022)"
3001865,HJ707184,10/17/2003 10:00:00 AM,027XX W WARREN BLVD,0820,THEFT,$500 AND UNDER,STREET,False,False,1331,12.0,2.0,27.0,06,1158073.0,1900239.0,2003,02/10/2018 03:50:01 PM,41.882004966,-87.695017272,"(41.882004966, -87.695017272)"
14005504,JJ461097,10/21/2025 11:00:00 PM,112XX S KEDZIE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,2211,22.0,19.0,74.0,11,1157042.0,1829697.0,2025,10/29/2025 03:44:51 PM,41.688448598,-87.700708951,"(41.688448598, -87.700708951)"
3483465,HK526763,07/31/2004 01:32:51 AM,049XX W FERDINAND ST,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,True,False,1532,15.0,28.0,25.0,18,1143279.0,1902877.0,2004,02/28/2018 03:56:25 PM,41.889533055,-87.749275295,"(41.889533055, -87.749275295)"
1921984,HH105513,01/03/2002 05:00:00 PM,049XX W RICE ST,0560,ASSAULT,SIMPLE,RESIDENCE-GARAGE,False,False,1531,15.0,,,08A,1143361.0,1905208.0,2002,02/10/2018 03:50:01 PM,41.895928059,-87.748915845,"(41.895928059, -87.748915845)"
4459111,HL746326,11/20/2005 03:05:11 PM,079XX S LUELLA AVE,1570,SEX OFFENSE,PUBLIC INDECENCY,STREET,False,False,414,4.0,7.0,46.0,17,1192573.0,1852863.0,2005,02/28/2018 03:56:25 PM,41.751228752,-87.569881293,"(41.751228752, -87.569881293)"
2907009,HJ584012,08/24/2003 03:45:00 PM,066XX W HIGGINS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,1613,16.0,41.0,10.0,08B,1131073.0,1935059.0,2003,09/07/2021 03:41:02 PM,41.978063498,-87.793357299,"(41.978063498, -87.793357299)"
13001351,JG174962,03/05/2023 03:00:00 PM,077XX S MORGAN ST,051A,ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,False,True,621,6.0,17.0,71.0,04A,1170987.0,1853440.0,2023,08/19/2023 03:40:26 PM,41.753310498,-87.648966049,"(41.753310498, -87.648966049)"
11675559,JC248993,05/04/2019 12:14:00 AM,007XX E 37TH PL,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,APARTMENT,True,True,212,2.0,4.0,36.0,04B,1181561.0,1880247.0,2019,09/07/2021 03:41:02 PM,41.82663397,-87.609389378,"(41.82663397, -87.609389378)"
1650148,G434035,07/24/2001 01:30:00 AM,062XX N WINTHROP AV,0460,BATTERY,SIMPLE,RESIDENCE,True,True,2433,24.0,,,08B,1167760.0,1941781.0,2001,08/17/2015 03:03:40 PM,41.995794951,-87.658245539,"(41.995794951, -87.658245539)"
3424487,HK469037,06/30/2004 05:30:00 AM,069XX S WASHTENAW AVE,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,False,False,831,8.0,18.0,66.0,06,1159572.0,1858571.0,2004,02/10/2018 03:50:01 PM,41.767632287,-87.690657471,"(41.767632287, -87.690657471)"
5810282,HN619871,09/30/2007 04:52:00 AM,047XX N AVERS AVE,0560,ASSAULT,SIMPLE,ALLEY,False,False,1723,17.0,39.0,14.0,08A,1149868.0,1931244.0,2007,02/28/2018 03:56:25 PM,41.967248968,-87.724337569,"(41.967248968, -87.724337569)"
8431090,HV109574,01/08/2012 11:19:00 AM,040XX W SCHOOL ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,1731,17.0,31.0,16.0,08B,1148968.0,1921625.0,2012,02/10/2018 03:50:01 PM,41.9408712,-87.727896651,"(41.9408712, -87.727896651)"
12476889,JE366734,09/08/2021 08:40:00 AM,073XX S DORCHESTER AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,324,3.0,8.0,43.0,14,1186812.0,1856578.0,2021,09/15/2021 03:40:24 PM,41.7615614,-87.590874706,"(41.7615614, -87.590874706)"
12001780,JD176758,03/06/2020 09:30:00 PM,130XX S CHAMPLAIN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,CHA PARKING LOT / GROUNDS,False,False,533,5.0,9.0,54.0,07,1183338.0,1818773.0,2020,03/27/2020 03:41:53 PM,41.657901337,-87.604779419,"(41.657901337, -87.604779419)"
3133013,HK123830,01/13/2004 08:00:00 AM,034XX N ASHLAND AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,1924,19.0,32.0,6.0,05,1165043.0,1922872.0,2004,02/28/2018 03:56:25 PM,41.943966286,-87.668779595,"(41.943966286, -87.668779595)"
3033138,HJ742702,11/06/2003 07:40:00 AM,023XX S CHRISTIANA AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,"SCHOOL, PUBLIC, GROUNDS",False,False,1024,10.0,22.0,30.0,04A,1154397.0,1888248.0,2003,02/28/2018 03:56:25 PM,41.849174585,-87.708835869,"(41.849174585, -87.708835869)"
11428710,JB412252,08/28/2018 01:10:00 PM,001XX W DIVISION ST,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,False,False,1824,18.0,42.0,8.0,03,1175194.0,1908349.0,2018,09/04/2018 04:10:34 PM,41.903892594,-87.631906111,"(41.903892594, -87.631906111)"
11313762,JB261824,05/13/2018 12:20:00 PM,013XX S INDEPENDENCE BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1011,10.0,24.0,29.0,08B,1151307.0,1893538.0,2018,05/20/2018 03:51:43 PM,41.863752081,-87.720037913,"(41.863752081, -87.720037913)"
10983361,JA308671,06/15/2017 06:30:00 PM,020XX N CLARK ST,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,False,False,1814,18.0,43.0,7.0,14,1173852.0,1913957.0,2017,02/10/2018 03:50:01 PM,41.919311217,-87.636668238,"(41.919311217, -87.636668238)"
2099831,HH330835,04/25/2002 07:30:47 PM,029XX N BROADWAY,0820,THEFT,$500 AND UNDER,SMALL RETAIL STORE,False,False,2333,19.0,44.0,6.0,06,1171738.0,1919969.0,2002,02/28/2018 03:56:25 PM,41.935855273,-87.644257764,"(41.935855273, -87.644257764)"
12082741,JD269672,06/19/2020 09:28:00 PM,048XX W NORTH AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,2533,25.0,37.0,25.0,04A,1143816.0,1910198.0,2020,06/26/2020 03:41:43 PM,41.909612656,-87.747119467,"(41.909612656, -87.747119467)"
13832301,JJ250374,05/11/2025 08:28:00 AM,002XX W ADAMS ST,033A,ROBBERY,ATTEMPT ARMED - HANDGUN,CONVENIENCE STORE,False,False,122,1.0,42.0,32.0,03,1174593.0,1899411.0,2025,12/18/2025 03:41:16 PM,41.879379688,-87.63438115,"(41.879379688, -87.63438115)"
10699763,HZ455230,09/30/2016 02:44:00 AM,024XX S KEDZIE AVE,3731,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,STREET,True,False,1024,10.0,22.0,30.0,24,1155414.0,1887566.0,2016,02/10/2018 03:50:01 PM,41.847282742,-87.705121658,"(41.847282742, -87.705121658)"
1884010,G716736,11/29/2001 02:35:00 PM,120XX S PRAIRIE AV,2027,NARCOTICS,POSS: CRACK,STREET,True,False,532,5.0,,,18,1180035.0,1825175.0,2001,08/17/2015 03:03:40 PM,41.67554538,-87.61667088,"(41.67554538, -87.61667088)"
4526388,HM114131,01/09/2006 12:00:00 AM,038XX S ASHLAND AVE,0920,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,False,False,922,9.0,11.0,59.0,07,1166254.0,1879429.0,2006,02/10/2018 03:50:01 PM,41.824729512,-87.665571021,"(41.824729512, -87.665571021)"
5768893,HN580175,09/01/2007 01:00:00 PM,018XX W 47TH ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,931,9.0,20.0,61.0,08A,1164659.0,1873517.0,2007,09/23/2025 03:41:47 PM,41.808540186,-87.671589638,"(41.808540186, -87.671589638)"
8535946,HV212548,03/23/2012 04:00:00 PM,066XX W DEVON AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,1611,16.0,41.0,10.0,06,1130743.0,1942073.0,2012,02/10/2018 03:50:01 PM,41.997316266,-87.794408587,"(41.997316266, -87.794408587)"
6764092,HR180164,02/20/2009 02:00:00 PM,008XX E 80TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,624,6.0,8.0,44.0,14,1183142.0,1852139.0,2009,02/28/2018 03:56:25 PM,41.749466462,-87.604463281,"(41.749466462, -87.604463281)"
14078961,JK109766,01/09/2026 04:35:00 PM,018XX W ERIE ST,0820,THEFT,$500 AND UNDER,RESIDENCE - YARD (FRONT / BACK),False,False,1221,12.0,36.0,24.0,06,1163936.0,1904376.0,2026,01/17/2026 03:53:07 PM,41.893235542,-87.673371577,"(41.893235542, -87.673371577)"
4973554,HM585462,09/06/2006 05:31:11 PM,004XX E 130TH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,True,False,533,5.0,9.0,54.0,15,1181359.0,1819203.0,2006,02/28/2018 03:56:25 PM,41.659126997,-87.612007761,"(41.659126997, -87.612007761)"
3470930,HK540721,08/06/2004 02:25:10 PM,051XX W IOWA ST,0460,BATTERY,SIMPLE,SIDEWALK,True,False,1531,15.0,37.0,25.0,08B,1141724.0,1905498.0,2004,02/28/2018 03:56:25 PM,41.896754294,-87.754921097,"(41.896754294, -87.754921097)"
10744371,HZ505242,11/06/2016 04:51:00 PM,014XX N LATROBE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,True,True,2532,25.0,37.0,25.0,08B,1141101.0,1909105.0,2016,02/10/2018 03:50:01 PM,41.906663825,-87.757120321,"(41.906663825, -87.757120321)"
13755498,JJ157609,02/22/2025 12:45:00 AM,032XX W ARMITAGE AVE,0460,BATTERY,SIMPLE,SIDEWALK,False,False,1422,14.0,26.0,22.0,08B,1153983.0,1913096.0,2025,05/17/2025 03:40:52 PM,41.917368273,-87.709692585,"(41.917368273, -87.709692585)"
2354783,HH657001,09/18/2002 08:00:00 AM,089XX S BURLEY AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,424,4.0,10.0,46.0,05,1199222.0,1846377.0,2002,02/28/2018 03:56:25 PM,41.733266217,-87.545734076,"(41.733266217, -87.545734076)"
4456677,HL753957,11/24/2005 07:45:00 AM,045XX W MAYPOLE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1113,11.0,28.0,26.0,08B,1146135.0,1901073.0,2005,02/28/2018 03:56:25 PM,41.884528849,-87.738832642,"(41.884528849, -87.738832642)"
13117695,JG313827,06/15/2023 09:54:00 AM,006XX W GRACE ST,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,False,False,1925,19.0,46.0,6.0,06,1171140.0,1925861.0,2023,08/19/2023 03:40:26 PM,41.952036311,-87.646281883,"(41.952036311, -87.646281883)"
5342659,HN199291,02/27/2007 09:20:00 PM,012XX N BURLING ST,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CHA HALLWAY/STAIRWELL/ELEVATOR,True,False,1822,18.0,27.0,8.0,26,1171084.0,1908425.0,2007,02/28/2018 03:56:25 PM,41.904192368,-87.647000785,"(41.904192368, -87.647000785)"
10556435,HZ303337,06/10/2016 08:00:00 PM,061XX S UNION AVE,0820,THEFT,$500 AND UNDER,PARK PROPERTY,False,False,711,7.0,16.0,68.0,06,1172664.0,1864345.0,2016,02/10/2018 03:50:01 PM,41.783198353,-87.642499506,"(41.783198353, -87.642499506)"
