ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
1851924,G691995,09/10/2001 10:00:00 PM,058XX N BROADWAY,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False,2022,20.0,,,26,1167293.0,1938811.0,2001,08/17/2015 03:03:40 PM,41.987655294,-87.660049296,"(41.987655294, -87.660049296)"
4079953,HL424904,06/16/2005 01:10:00 PM,013XX S LAWNDALE AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,1011,10.0,24.0,29.0,05,1151925.0,1893400.0,2005,02/10/2018 03:50:01 PM,41.863361256,-87.717772885,"(41.863361256, -87.717772885)"
6799599,HR208847,03/10/2009 07:30:00 AM,074XX S COLES AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,334,3.0,7.0,43.0,05,1195250.0,1856546.0,2009,02/28/2018 03:56:25 PM,41.761269577,-87.559950282,"(41.761269577, -87.559950282)"
9666949,HX316766,06/24/2014 11:45:00 AM,042XX W WILCOX ST,041A,BATTERY,AGGRAVATED: HANDGUN,ALLEY,False,False,1115,11.0,28.0,26.0,04B,1148180.0,1898999.0,2014,02/10/2018 03:50:01 PM,41.878798437,-87.731376474,"(41.878798437, -87.731376474)"
4332370,HL628130,06/01/2005 12:00:00 PM,007XX S CALIFORNIA AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,1135,11.0,2.0,27.0,06,1157823.0,1896460.0,2005,02/28/2018 03:56:25 PM,41.871640121,-87.696038308,"(41.871640121, -87.696038308)"
2391917,HH700032,10/04/2002 07:30:00 AM,0000X W 108TH ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,513,5.0,34.0,49.0,05,1178004.0,1833357.0,2002,02/28/2018 03:56:25 PM,41.698044112,-87.623858078,"(41.698044112, -87.623858078)"
6488735,HP561174,09/09/2008 05:50:00 AM,057XX S MAYFIELD AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,VEHICLE NON-COMMERCIAL,False,True,811,8.0,23.0,56.0,26,1138028.0,1865868.0,2008,02/10/2018 03:50:01 PM,41.788071184,-87.769451738,"(41.788071184, -87.769451738)"
8186324,HT420292,07/15/2011 12:00:00 PM,047XX N KENTON AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,1722,17.0,45.0,16.0,06,1144850.0,1931014.0,2011,02/10/2018 03:50:01 PM,41.966714222,-87.742794179,"(41.966714222, -87.742794179)"
4314426,HK757544,11/17/2004 11:20:00 PM,059XX N LINCOLN AVE,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,True,False,2011,20.0,40.0,2.0,16,1155337.0,1938987.0,2004,02/10/2018 03:50:01 PM,41.98838774,-87.704019443,"(41.98838774, -87.704019443)"
6344659,HP432470,07/04/2008 09:55:11 AM,062XX S CALUMET AVE,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,ALLEY,False,False,311,3.0,20.0,40.0,26,1179569.0,1863666.0,2008,02/28/2018 03:56:25 PM,41.781180085,-87.61720442,"(41.781180085, -87.61720442)"
2902663,HJ577762,08/21/2003 04:15:48 PM,020XX W DIVERSEY PKWY,1330,CRIMINAL TRESPASS,TO LAND,CHA APARTMENT,True,False,1913,19.0,1.0,7.0,26,1162145.0,1918587.0,2003,02/28/2018 03:56:25 PM,41.932269152,-87.679551419,"(41.932269152, -87.679551419)"
2658920,HJ270052,03/30/2003 08:24:00 PM,048XX S BISHOP ST,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,False,False,933,9.0,20.0,61.0,04B,1167484.0,1872649.0,2003,02/28/2018 03:56:25 PM,41.80609814,-87.661253061,"(41.80609814, -87.661253061)"
7539958,HS343290,06/04/2010 09:53:00 PM,053XX N CHRISTIANA AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,1712,17.0,39.0,13.0,05,1153088.0,1935287.0,2010,02/10/2018 03:50:01 PM,41.978279787,-87.712390188,"(41.978279787, -87.712390188)"
5800541,HN611890,09/26/2007 05:04:57 AM,080XX S CLYDE AVE,031A,ROBBERY,ARMED: HANDGUN,ALLEY,False,False,414,4.0,8.0,46.0,03,1191590.0,1852175.0,2007,02/28/2018 03:56:25 PM,41.749364699,-87.573505702,"(41.749364699, -87.573505702)"
13930483,JJ370092,07/27/2025 12:00:00 AM,026XX S SPRINGFIELD AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,False,1031,10.0,22.0,30.0,26,1150803.0,1886101.0,2025,11/02/2025 03:41:09 PM,41.843353911,-87.722082425,"(41.843353911, -87.722082425)"
10444131,HZ182599,03/10/2016 09:50:00 PM,081XX S STONY ISLAND AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,HOTEL/MOTEL,True,False,411,4.0,8.0,45.0,14,1188340.0,1851428.0,2016,02/10/2018 03:50:01 PM,41.747393001,-87.585438607,"(41.747393001, -87.585438607)"
1696867,G495407,08/19/2001 09:30:00 PM,072XX S LAFAYETTE AV,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,731,7.0,,,14,1177054.0,1856632.0,2001,08/17/2015 03:03:40 PM,41.761935132,-87.626636781,"(41.761935132, -87.626636781)"
11453560,JB445189,09/20/2018 10:00:00 PM,010XX S WESTERN AVE,0810,THEFT,OVER $500,STREET,False,False,1135,11.0,28.0,28.0,06,1160540.0,1895361.0,2018,09/27/2018 04:01:02 PM,41.868568573,-87.686093534,"(41.868568573, -87.686093534)"
13542151,JH361002,07/24/2024 06:00:00 AM,005XX E 40TH ST,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,False,False,214,2.0,3.0,38.0,07,1180475.0,1878251.0,2024,05/17/2025 03:40:52 PM,41.821181837,-87.613435021,"(41.821181837, -87.613435021)"
11454071,JB445731,09/19/2018 10:00:00 PM,003XX W DICKENS AVE,0810,THEFT,OVER $500,STREET,False,False,1814,18.0,43.0,7.0,06,1173448.0,1914261.0,2018,09/26/2018 04:18:54 PM,41.920154403,-87.638143517,"(41.920154403, -87.638143517)"
8922955,HV595413,12/08/2012 09:30:00 AM,040XX E 112TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,False,False,433,4.0,10.0,52.0,14,1204918.0,1831321.0,2012,02/10/2018 03:50:01 PM,41.691806534,-87.525385006,"(41.691806534, -87.525385006)"
6660857,HP733239,12/14/2008 08:00:00 AM,127XX S PEORIA ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE PORCH/HALLWAY,True,True,523,5.0,34.0,53.0,26,1172648.0,1820429.0,2008,09/07/2021 03:41:02 PM,41.662686979,-87.643847733,"(41.662686979, -87.643847733)"
9395247,HW539052,11/18/2013 11:25:00 PM,058XX S ELIZABETH ST,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,True,False,713,7.0,16.0,67.0,18,1168982.0,1866243.0,2013,02/10/2018 03:50:01 PM,41.788487075,-87.655944089,"(41.788487075, -87.655944089)"
10950828,JA265800,05/16/2017 10:00:00 AM,006XX W OHARE ST,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,GOVERNMENT BUILDING/PROPERTY,True,False,1654,16.0,41.0,76.0,18,1100088.0,1926079.0,2017,02/10/2018 03:50:01 PM,41.953900467,-87.907472601,"(41.953900467, -87.907472601)"
6324053,HP408702,06/20/2008 08:30:00 AM,045XX S DR MARTIN LUTHER KING JR DR,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,222,2.0,3.0,38.0,14,1179615.0,1875184.0,2008,02/28/2018 03:56:25 PM,41.81278547,-87.616683734,"(41.81278547, -87.616683734)"
8387440,HT620288,12/06/2011 11:45:00 AM,066XX S ELLIS AVE,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",False,False,321,3.0,5.0,42.0,08B,1184032.0,1861120.0,2011,02/04/2016 06:33:39 AM,41.774090471,-87.600921791,"(41.774090471, -87.600921791)"
11047093,JA382266,07/03/2017 12:00:00 AM,069XX S WOOD ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,False,False,735,7.0,17.0,67.0,11,1165547.0,1858630.0,2017,02/10/2018 03:50:01 PM,41.767669591,-87.668754707,"(41.767669591, -87.668754707)"
2490772,HH827887,12/09/2002 09:15:00 AM,013XX S CENTRAL PARK AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,1021,10.0,24.0,29.0,05,1152590.0,1893383.0,2002,02/28/2018 03:56:25 PM,41.863301496,-87.715332155,"(41.863301496, -87.715332155)"
7433167,HS234948,03/31/2010 04:33:00 PM,0000X S SPRINGFIELD AVE,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,False,False,1122,11.0,28.0,26.0,04B,1150400.0,1899553.0,2010,02/10/2018 03:50:01 PM,41.880275658,-87.723210536,"(41.880275658, -87.723210536)"
